GENDER,MARRITAL_STATUS,BVN,MEANS_OF_IDENTIFICATION,EMAIL_ADDRESS,TYPE_OF_LOAN,MONTHLY_INCOME_TOTAL,LOAN_AMOUNT,OUTSTANDING_LOAN_BALANCE,COUNT_OF_CHILDREN,YEAR_OF_BIRTH,YEARS_IN_PRESENT_EMPLOYMENT,OCCUPATION_TYPE,EMPLOYMENT_TYPE,OWN_A_CAR,OWN_A_HOUSE,EDUCATIONAL_QUALIFICATION,HOUSE_TYPE,APARTMENT_TYPE,ACCOMODATION_TYPE,LIVING_REGION_CONDITION,DSTV_OR_GOtv_LASTDAY_RECHARGE,NEPA_LASTDAY_PAY,PHONE_LASTDAY_RECHARGE,TARGET
male,divorced,71349932551,National Driver’s Licence,yes,secured overdraft,400000,870000,0,5,1967,three years,Driver,permanet,yes,no,Professional,block of flats,four rooms,Living with Parents/Friends/Family,very bad,a month ago,less than three weeks ago,less than three weeks ago,0
male,widowed,71525042128,National ID Card,no,joint mortgage,19900,63000,0,4,1994,three years,Driver,contract,yes,no,Primary School Leaving Certificate,Detached,four rooms,Rented,very good,a month ago,a month ago,less than three weeks ago,0
male,single,71700151705,National ID Card,no,joint mortgage,310000,263000,0,5,1994,two years,Laborer,permanet,yes,no,Graduate,Bungalow,Studio,Rented,good,less than three weeks ago,a month ago,a month ago,1
female,single,71875261283,National Driver’s Licence,yes,secured overdraft,19000,58000,0,7,1983,less than one year,Accountant,contract,yes,yes,Post Graduate,Duplex,two rooms,Living with Parents/Friends/Family,very bad,less than six months,less than three weeks ago,a month ago,1
male,single,72050370860,Valid INEC Voter’s Card,yes,secured overdraft,67000,64200,0,7,1979,six years,Accountant,contract,no,yes,Professional,face-me i face-you,five rooms,Living with Parents/Friends/Family,very good,a year ago,less than three weeks ago,less than six months,1
female,divorced,72133385122,Int’l Passport,yes,personal home loan,380000,575800,0,3,1964,three years,Laborer,permanet,no,yes,Diploma,Bungalow,three rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,widowed,71847009127,NIN,yes,salary loan,76400,585850,0,5,1972,two years,Driver,permanet,no,no,Graduate,Semi-detached,one room,Living with Parents/Friends/Family,bad,less than three weeks ago,less than six months,a month ago,0
male,widowed,71560633131,National ID Card,yes,personal home loan,736000,36300,0,8,1959,five years,Driver,permanet,yes,no,Secondary School,Penthouse,two rooms,Rented,very good,less than three weeks ago,a month ago,a month ago,1
female,divorced,71274257136,Valid INEC Voter’s Card,yes,automobile loan,26000,777000,89000,4,1988,seven years,Laborer,contract,yes,yes,Graduate,Terraced,Studio,Official Quarters,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,single,70987881141,NIN,no,joint mortgage,15000,52700,7000000,2,1976,two years,Accountant,contract,yes,yes,Secondary School,Bungalow,three rooms,Rented,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,divorced,70701505145,Int’l Passport,yes,personal home loan,70000,6877860,8000,1,2004,two years,Driver,contract,no,no,Post Graduate,Detached,one room,Rented,very bad,a month ago,a year ago,less than three weeks ago,0
female,divorced,70415129150,National ID Card,yes,secured overdraft,894000,25300,98670,3,2007,eight years,Accountant,contract,yes,yes,Diploma,block of flats,four rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,widowed,70128753154,Valid INEC Voter’s Card,no,automobile loan,60000,768,0,2,1963,less than one year,Driver,permanet,no,yes,Graduate,Bungalow,Studio,owned,very bad,two months ago,a month ago,a month ago,1
female,divorced,69842377159,National ID Card,yes,joint mortgage,100000,88783,0,5,1978,eight years,Accountant,contract,no,yes,Primary School Leaving Certificate,Mansion,one room,Living with Parents/Friends/Family,good,a month ago,a year ago,less than six months,0
female,widowed,69556001163,NIN,yes,joint mortgage,12000,899000,60000,3,1962,nine years,Laborer,permanet,yes,yes,Professional,block of flats,Studio,Living with Parents/Friends/Family,good,a month ago,a month ago,a month ago,1
female,widowed,69269625168,NIN,yes,secured overdraft,7000000,547000,0,1,1967,less than one year,Driver,permanet,no,yes,Professional,Penthouse,two rooms,owned,bad,a month ago,less than three weeks ago,less than three weeks ago,1
male,single,68983249172,Valid INEC Voter’s Card,no,secured overdraft,50000,6800,34000,4,1965,nine years,Laborer,permanet,no,no,Graduate,Bungalow,one room,Rented,very good,less than three weeks ago,two months ago,two months ago,0
female,single,68696873177,National ID Card,yes,automobile loan,2000,858400,0,1,2008,eight years,Accountant,permanet,no,yes,Secondary School,Terraced,two rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,single,68410497181,National Driver’s Licence,yes,joint mortgage,40000,8744,0,0,2002,five years,Accountant,contract,no,yes,Diploma,Mansion,three rooms,Rented,good,less than three weeks ago,less than three weeks ago,a year ago,1
female,widowed,68124121186,Int’l Passport,no,automobile loan,60000,25379,0,0,1998,nine years,Driver,contract,yes,yes,Graduate,Semi-detached,two rooms,Living with Parents/Friends/Family,very good,three months ago,a month ago,less than three weeks ago,0
female,single,67837745190,National ID Card,yes,personal home loan,2000,44000,7000,3,1972,two years,Driver,contract,yes,no,Secondary School,block of flats,Studio,Living with Parents/Friends/Family,very bad,a month ago,less than three weeks ago,less than three weeks ago,0
male,widowed,67551369195,NIN,yes,joint mortgage,4999,3772800,9000,3,1973,six years,Laborer,contract,yes,yes,Post Graduate,Detached,one room,Official Quarters,very good,a year ago,less than three weeks ago,less than three weeks ago,1
female,single,67264993199,National Driver’s Licence,yes,secured overdraft,10000,54000,8600,3,2006,five years,Driver,permanet,yes,yes,Graduate,block of flats,three rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than three weeks ago,a month ago,1
male,single,66978617204,NIN,yes,personal home loan,30000,14000,9000,3,2000,four years,teacher,contract,no,yes,Secondary School,Bungalow,three rooms,Rented,very good,less than three weeks ago,less than three weeks ago,three months ago,1
male,widowed,66692241208,National ID Card,yes,secured overdraft,40000,13000,6500,0,2000,less than one year,Driver,contract,yes,yes,Diploma,Duplex,four rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,divorced,66405865213,National Driver’s Licence,no,automobile loan,1000000,188800,0,3,2000,seven years,Laborer,contract,yes,no,Primary School Leaving Certificate,Mansion,two rooms,Rented,good,less than three weeks ago,less than three weeks ago,a month ago,1
female,divorced,66119489217,National Driver’s Licence,yes,joint mortgage,2000000,13000,0,4,1985,four years,Driver,permanet,yes,yes,Post Graduate,face-me i face-you,one room,Living with Parents/Friends/Family,very bad,a month ago,less than three weeks ago,two months ago,0
male,single,65833113222,Int’l Passport,yes,salary loan,180000,14000,0,0,1964,six years,Laborer,permanet,yes,yes,Graduate,Penthouse,Studio,Living with Parents/Friends/Family,good,less than six months,less than three weeks ago,a month ago,0
female,widowed,65546737226,NIN,yes,personal home loan,220000,15000,75000,2,1972,less than one year,teacher,contract,yes,yes,Professional,Detached,four rooms,Official Quarters,very good,less than three weeks ago,three months ago,less than three weeks ago,1
male,widowed,84365498275,National ID Card,yes,automobile loan,600000,16000,94000,0,2007,five years,Driver,contract,yes,yes,Primary School Leaving Certificate,Bungalow,four rooms,Rented,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,single,70852488941,Int’l Passport,yes,secured overdraft,280000,17000,0,0,1963,three years,teacher,permanet,no,yes,Professional,Semi-detached,Studio,Official Quarters,good,two months ago,two months ago,less than three weeks ago,1
female,widowed,71195952628,NIN,yes,personal home loan,300000,18000,0,0,1967,two years,Driver,permanet,yes,yes,Diploma,block of flats,three rooms,Rented,very good,less than three weeks ago,less than three weeks ago,a month ago,0
male,single,71539416316,Int’l Passport,yes,secured overdraft,200000,19001,0,0,1994,eight years,Laborer,contract,yes,no,Secondary School,Terraced,four rooms,Rented,very good,less than three weeks ago,a month ago,a month ago,0
male,married,71882880003,Int’l Passport,yes,secured overdraft,108000,27710,0,2,1994,three years,Driver,contract,yes,yes,Graduate,Mansion,one room,Rented,very bad,less than three weeks ago,less than three weeks ago,less than six months,1
female,single,72226343690,Valid INEC Voter’s Card,no,personal home loan,60000,22000,0,2,1983,four years,teacher,permanet,yes,no,Professional,Duplex,five rooms,Official Quarters,good,two months ago,less than three weeks ago,less than three weeks ago,1
male,widowed,72569807378,National Driver’s Licence,no,secured overdraft,10000,23000,8700,0,1979,six years,Accountant,contract,no,yes,Graduate,block of flats,Studio,Rented,bad,less than three weeks ago,a month ago,a month ago,1
female,married,72913271065,National Driver’s Licence,no,joint mortgage,390000,3400,65000,0,1964,two years,Driver,contract,yes,yes,Graduate,Penthouse,Studio,Official Quarters,good,less than three weeks ago,three months ago,a month ago,0
female,divorced,73256734752,NIN,no,salary loan,47000,25000,0,3,1972,six years,Laborer,permanet,yes,yes,Diploma,Terraced,three rooms,Living with Parents/Friends/Family,very good,two months ago,a month ago,less than three weeks ago,1
female,married,73600198440,Int’l Passport,yes,personal home loan,100000,25000,0,0,1959,nine years,Accountant,permanet,no,yes,Secondary School,Bungalow,two rooms,Official Quarters,very bad,less than three weeks ago,a year ago,less than three weeks ago,0
male,single,73943662127,Valid INEC Voter’s Card,yes,automobile loan,78000,26000,0,3,1994,nine years,teacher,contract,yes,no,Professional,Semi-detached,four rooms,Rented,very bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,divorced,74287125814,National Driver’s Licence,yes,joint mortgage,20000000,27000,0,3,1994,above ten years,Driver,contract,yes,no,Primary School Leaving Certificate,block of flats,one room,Official Quarters,good,a month ago,two months ago,less than three weeks ago,0
female,married,74630589501,NIN,no,salary loan,500000,28000,9000,3,1983,less than one year,teacher,contract,no,yes,Professional,face-me i face-you,five rooms,Living with Parents/Friends/Family,bad,three months ago,less than three weeks ago,a month ago,0
female,widowed,74974053189,National ID Card,no,personal home loan,30000,29000,8900,3,1979,nine years,Driver,contract,no,no,Graduate,block of flats,three rooms,Living with Parents/Friends/Family,very good,a month ago,a month ago,less than six months,1
female,divorced,75317516876,Valid INEC Voter’s Card,yes,secured overdraft,50000,31000,0,3,1964,three years,teacher,contract,yes,yes,Primary School Leaving Certificate,Semi-detached,Studio,Official Quarters,bad,a year ago,less than three weeks ago,a month ago,0
male,divorced,75660980563,NIN,yes,joint mortgage,20000000,32000,0,2,1972,less than one year,Accountant,contract,yes,no,Diploma,Semi-detached,five rooms,Official Quarters,good,less than three weeks ago,a year ago,less than three weeks ago,1
female,divorced,76004444251,National Driver’s Licence,no,automobile loan,500000,3300,67500,4,1959,less than one year,Driver,contract,no,no,Post Graduate,Detached,one room,Living with Parents/Friends/Family,very good,two months ago,less than six months,two months ago,1
male,widowed,76347907938,Valid INEC Voter’s Card,yes,secured overdraft,30000,34000,400,1,1988,above ten years,teacher,contract,no,yes,Secondary School,Penthouse,five rooms,Living with Parents/Friends/Family,very good,less than three weeks ago,two months ago,less than three weeks ago,0
male,divorced,76691371625,Valid INEC Voter’s Card,yes,secured overdraft,50000,35000,28000,1,1976,above ten years,Driver,permanet,yes,yes,Graduate,Mansion,five rooms,Rented,bad,a month ago,less than three weeks ago,two months ago,1
male,divorced,77034835312,National ID Card,yes,personal home loan,200000,36000,6000,1,2004,six years,Accountant,permanet,yes,yes,Secondary School,Semi-detached,five rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,two months ago,1
female,married,77378299000,National ID Card,yes,automobile loan,4800000,37000,500,1,2007,two years,Driver,contract,yes,yes,Graduate,Detached,two rooms,Living with Parents/Friends/Family,very bad,a year ago,less than three weeks ago,a month ago,0
male,widowed,77721762687,National Driver’s Licence,yes,joint mortgage,1000000,38000,2000,1,1963,four years,Driver,permanet,yes,yes,Diploma,Penthouse,Studio,Living with Parents/Friends/Family,very good,less than six months,two months ago,a month ago,0
female,divorced,78065226374,Valid INEC Voter’s Card,no,joint mortgage,20000,9540,80000,1,1978,five years,Laborer,permanet,yes,yes,Professional,Bungalow,five rooms,Living with Parents/Friends/Family,very bad,two months ago,three months ago,a month ago,1
male,widowed,78408690062,Int’l Passport,yes,salary loan,7000000,655500,10000,0,1962,four years,Accountant,permanet,yes,yes,Secondary School,Semi-detached,three rooms,Rented,very good,less than three weeks ago,two months ago,a month ago,1
male,single,78752153749,NIN,yes,personal home loan,100000,36640,8700,0,1967,seven years,Accountant,permanet,no,no,Post Graduate,Terraced,Studio,Living with Parents/Friends/Family,good,less than three weeks ago,less than three weeks ago,less than six months,1
female,divorced,79095617436,National ID Card,yes,joint mortgage,700000,89000,21000,0,1991,two years,Laborer,permanet,yes,yes,Post Graduate,block of flats,four rooms,Living with Parents/Friends/Family,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,widowed,79439081123,Valid INEC Voter’s Card,no,secured overdraft,40000,536000,0,3,1967,six years,Driver,permanet,yes,yes,Secondary School,face-me i face-you,one room,Rented,very bad,two months ago,less than three weeks ago,a year ago,1
male,widowed,79782544811,NIN,yes,secured overdraft,30000,870000,0,2,2000,above ten years,Driver,permanet,no,yes,Professional,Penthouse,five rooms,owned,very good,three months ago,a month ago,less than three weeks ago,0
female,single,80126008498,Int’l Passport,yes,personal home loan,71000,63000,500,0,1973,less than one year,Laborer,contract,yes,no,Diploma,Bungalow,Studio,Rented,good,two months ago,less than three weeks ago,less than three weeks ago,0
male,divorced,80469472185,National ID Card,yes,secured overdraft,630000,263000,6000,3,1965,above ten years,Accountant,permanet,yes,yes,Graduate,face-me i face-you,five rooms,Rented,very bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,married,80812935873,Valid INEC Voter’s Card,yes,joint mortgage,130000,58000,0,6,2008,eight years,Driver,permanet,yes,yes,Secondary School,Semi-detached,five rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,less than six months,a month ago,0
female,widowed,81156399560,National ID Card,no,personal home loan,400000,64200,5000,3,2002,less than one year,Accountant,contract,no,no,Post Graduate,Terraced,three rooms,Official Quarters,very good,less than three weeks ago,a month ago,three months ago,1
female,married,81499863247,NIN,yes,secured overdraft,19900,575800,0,3,1998,above ten years,Driver,contract,yes,yes,Graduate,Terraced,one room,Rented,bad,a month ago,less than three weeks ago,less than three weeks ago,0
male,married,81843326934,NIN,yes,secured overdraft,310000,585850,45000,6,1972,above ten years,Accountant,permanet,yes,yes,Secondary School,Duplex,five rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,a month ago,a month ago,0
female,married,82186790622,Valid INEC Voter’s Card,yes,joint mortgage,19000,36300,20000,8,1973,less than one year,Laborer,permanet,no,yes,Diploma,Bungalow,two rooms,Official Quarters,good,less than three weeks ago,a month ago,two months ago,1
female,widowed,82530254309,NIN,yes,automobile loan,67000,777000,10000,3,2006,three years,Driver,permanet,yes,yes,Primary School Leaving Certificate,Semi-detached,four rooms,Rented,good,less than six months,less than three weeks ago,a month ago,1
female,divorced,82873717996,National ID Card,yes,joint mortgage,380000,52700,4000,9,2000,two years,Laborer,contract,yes,yes,Professional,face-me i face-you,Studio,Official Quarters,very bad,a month ago,two months ago,less than three weeks ago,1
female,married,83217181684,National Driver’s Licence,yes,personal home loan,76400,6877860,4000,1,2000,four years,Accountant,contract,yes,no,Graduate,Mansion,one room,Living with Parents/Friends/Family,very good,less than three weeks ago,three months ago,less than three weeks ago,0
male,single,83560645371,National Driver’s Licence,no,secured overdraft,736000,25300,50000,3,2000,six years,Accountant,permanet,yes,no,Post Graduate,Detached,five rooms,Official Quarters,bad,a month ago,a month ago,less than three weeks ago,1
female,divorced,83904109058,National ID Card,yes,joint mortgage,26000,768,15000,4,1985,three years,Driver,contract,yes,no,Professional,face-me i face-you,four rooms,Official Quarters,good,a month ago,less than three weeks ago,a month ago,0
male,single,84247572746,National Driver’s Licence,no,salary loan,15000,88783,0,7,1964,six years,Driver,permanet,no,no,Secondary School,Terraced,four rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than three weeks ago,a month ago,0
male,married,84591036433,NIN,yes,personal home loan,70000,899000,0,3,1972,two years,Laborer,permanet,yes,no,Diploma,face-me i face-you,one room,Official Quarters,good,two months ago,less than three weeks ago,less than six months,0
male,married,84934500120,Valid INEC Voter’s Card,yes,secured overdraft,894000,547000,0,8,1959,nine years,Driver,contract,yes,yes,Secondary School,Penthouse,Studio,Official Quarters,very good,three months ago,a month ago,less than three weeks ago,0
female,single,85277963807,NIN,yes,salary loan,60000,6800,0,3,1988,two years,teacher,permanet,yes,yes,Post Graduate,block of flats,five rooms,Rented,good,a month ago,less than six months,a month ago,1
male,divorced,85621427495,National Driver’s Licence,yes,joint mortgage,100000,858400,0,9,1976,above ten years,Driver,contract,yes,yes,Secondary School,face-me i face-you,two rooms,Official Quarters,very bad,less than three weeks ago,a month ago,a month ago,0
female,married,85964891182,NIN,no,joint mortgage,12000,8744,0,4,2004,seven years,Laborer,permanet,yes,yes,Graduate,Bungalow,five rooms,Official Quarters,good,less than three weeks ago,a month ago,less than three weeks ago,1
male,widowed,86308354869,National Driver’s Licence,no,secured overdraft,7000000,25379,0,3,2007,above ten years,Driver,contract,yes,yes,Graduate,Semi-detached,one room,Official Quarters,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,married,86651818557,NIN,yes,personal home loan,50000,44000,7600,2,1963,seven years,Laborer,contract,yes,no,Post Graduate,face-me i face-you,three rooms,Official Quarters,good,a month ago,less than three weeks ago,less than three weeks ago,0
female,widowed,86995282244,Int’l Passport,no,automobile loan,2000,3772800,600,2,1999,less than one year,teacher,contract,yes,no,Diploma,Bungalow,Studio,Rented,very good,less than six months,less than three weeks ago,less than three weeks ago,1
male,married,87338745931,National Driver’s Licence,yes,personal home loan,40000,54000,1000000,2,1995,above ten years,Driver,contract,no,no,Primary School Leaving Certificate,face-me i face-you,five rooms,Official Quarters,bad,a month ago,two months ago,a month ago,1
male,divorced,87682209618,NIN,no,secured overdraft,60000,14000,50000,2,1993,above ten years,teacher,contract,no,yes,Graduate,Semi-detached,four rooms,owned,very bad,a month ago,a month ago,less than six months,0
female,widowed,88025673306,Valid INEC Voter’s Card,no,personal home loan,2000,13000,0,2,1992,eight years,Driver,permanet,no,yes,Primary School Leaving Certificate,face-me i face-you,one room,Official Quarters,very good,less than three weeks ago,a year ago,a month ago,0
male,divorced,88369136993,National Driver’s Licence,yes,secured overdraft,4999,188800,45000,2,1999,above ten years,Laborer,contract,no,yes,Primary School Leaving Certificate,Terraced,four rooms,Official Quarters,very bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,married,88712600680,NIN,yes,salary loan,10000,13000,78000,6,2000,less than one year,Driver,contract,yes,no,Post Graduate,Detached,four rooms,Rented,bad,less than three weeks ago,less than three weeks ago,two months ago,1
female,married,89056064368,National Driver’s Licence,yes,personal home loan,30000,14000,8300,6,1985,above ten years,teacher,permanet,yes,yes,Secondary School,block of flats,one room,Official Quarters,good,two months ago,less than three weeks ago,less than six months,1
female,divorced,89399528055,National ID Card,yes,joint mortgage,40000,15000,85000,6,1964,two years,Accountant,permanet,yes,no,Diploma,Penthouse,Studio,Living with Parents/Friends/Family,bad,a month ago,two months ago,two months ago,0
male,single,89742991742,NIN,yes,salary loan,1000000,16000,0,4,1972,four years,Driver,permanet,no,no,Professional,Mansion,five rooms,Rented,very bad,a year ago,a year ago,less than six months,1
female,widowed,90086455429,Valid INEC Voter’s Card,yes,joint mortgage,2000000,17000,54000,7,1959,nine years,Laborer,permanet,no,yes,Secondary School,Duplex,two rooms,Official Quarters,very bad,a month ago,a month ago,three months ago,0
female,divorced,90429919117,National ID Card,yes,personal home loan,180000,18000,47800,4,1988,three years,Accountant,permanet,yes,no,Professional,block of flats,five rooms,Living with Parents/Friends/Family,good,less than three weeks ago,a month ago,less than three weeks ago,0
female,single,90773382804,National Driver’s Licence,no,automobile loan,220000,19001,21000,4,1976,nine years,teacher,permanet,yes,no,Post Graduate,block of flats,one room,Official Quarters,very good,less than three weeks ago,a year ago,less than three weeks ago,1
female,widowed,91116846491,Valid INEC Voter’s Card,yes,personal home loan,600000,27710,0,4,2004,two years,Driver,permanet,no,no,Graduate,Penthouse,three rooms,Living with Parents/Friends/Family,very good,two months ago,a month ago,less than three weeks ago,0
male,divorced,91460310179,National Driver’s Licence,yes,joint mortgage,280000,22000,0,8,2007,three years,teacher,contract,yes,no,Post Graduate,Bungalow,one room,owned,very bad,a month ago,a month ago,two months ago,1
female,single,91803773866,National ID Card,yes,secured overdraft,300000,23000,0,4,1963,eight years,Driver,permanet,yes,yes,Diploma,Terraced,five rooms,Living with Parents/Friends/Family,good,three months ago,less than three weeks ago,two months ago,0
male,divorced,92147237553,NIN,no,automobile loan,200000,3400,0,5,1967,five years,teacher,contract,yes,yes,Graduate,Mansion,Studio,Official Quarters,good,a month ago,less than three weeks ago,a month ago,0
male,divorced,92490701240,NIN,yes,joint mortgage,108000,25000,0,3,1994,seven years,Accountant,permanet,yes,yes,Secondary School,Semi-detached,four rooms,Official Quarters,good,less than three weeks ago,less than six months,a month ago,1
male,single,92834164928,NIN,yes,joint mortgage,60000,25000,0,3,1994,five years,Driver,permanet,yes,yes,Primary School Leaving Certificate,block of flats,five rooms,Rented,very bad,less than six months,two months ago,a month ago,1
female,widowed,93177628615,National Driver’s Licence,no,secured overdraft,10000,26000,0,3,1983,six years,teacher,permanet,no,no,Primary School Leaving Certificate,Detached,one room,Official Quarters,very good,a month ago,less than six months,a month ago,1
male,single,93521092302,NIN,yes,personal home loan,390000,27000,0,0,1979,two years,Driver,permanet,yes,yes,Secondary School,block of flats,four rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,three months ago,less than six months,0
female,widowed,93864555990,Valid INEC Voter’s Card,yes,salary loan,47000,28000,0,0,1985,above ten years,Accountant,contract,yes,yes,Graduate,Bungalow,four rooms,Official Quarters,very good,a month ago,less than three weeks ago,less than three weeks ago,1
male,single,94208019677,National ID Card,yes,joint mortgage,100000,29000,0,0,1968,above ten years,Driver,contract,yes,yes,Graduate,Duplex,two rooms,Official Quarters,bad,less than three weeks ago,less than three weeks ago,a year ago,0
male,divorced,94551483364,NIN,yes,joint mortgage,78000,31000,0,4,1984,six years,Driver,permanet,no,yes,Diploma,Mansion,Studio,Official Quarters,very bad,less than three weeks ago,less than three weeks ago,two months ago,0
female,single,94894947051,Valid INEC Voter’s Card,yes,automobile loan,20000000,32000,0,4,1964,two years,Laborer,contract,yes,yes,Secondary School,face-me i face-you,five rooms,Official Quarters,bad,a year ago,two months ago,less than three weeks ago,0
male,divorced,95238410739,Int’l Passport,no,personal home loan,500000,3300,0,4,1972,six years,Accountant,contract,yes,yes,Primary School Leaving Certificate,Penthouse,one room,Living with Parents/Friends/Family,good,less than three weeks ago,two months ago,a month ago,0
male,widowed,95581874426,National ID Card,no,personal home loan,30000,34000,46000,4,1959,above ten years,Accountant,permanet,yes,no,Primary School Leaving Certificate,Detached,five rooms,Living with Parents/Friends/Family,bad,a month ago,a month ago,three months ago,1
female,single,95925338113,Valid INEC Voter’s Card,no,salary loan,50000,35000,57000,4,1988,above ten years,Laborer,contract,yes,yes,Professional,Bungalow,three rooms,Living with Parents/Friends/Family,good,a year ago,a month ago,a month ago,0
male,single,96268801801,National Driver’s Licence,no,secured overdraft,200000,36000,7300,2,1976,four years,Driver,contract,no,yes,Secondary School,Semi-detached,five rooms,Official Quarters,good,less than three weeks ago,a month ago,less than three weeks ago,1
female,widowed,96612265488,NIN,no,secured overdraft,4800000,37000,34000,5,2004,above ten years,Driver,permanet,yes,yes,Professional,block of flats,Studio,Rented,bad,a month ago,a month ago,two months ago,1
female,widowed,96955729175,National ID Card,yes,personal home loan,1000000,38000,43000,2,2007,nine years,Laborer,permanet,yes,yes,Graduate,Terraced,three rooms,Official Quarters,very good,two months ago,less than six months,less than three weeks ago,0
female,widowed,97299192863,National Driver’s Licence,yes,salary loan,20000,39000,87000,6,1963,less than one year,Accountant,permanet,yes,no,Diploma,Mansion,five rooms,Official Quarters,good,a month ago,less than three weeks ago,less than three weeks ago,1
male,widowed,97642656550,NIN,yes,secured overdraft,7000000,39777,300,3,1978,above ten years,Driver,contract,yes,yes,Post Graduate,Duplex,one room,owned,very bad,less than three weeks ago,a year ago,a month ago,1
female,widowed,97986120237,National ID Card,yes,salary loan,100000,4100,90000,6,1962,five years,Accountant,contract,yes,yes,Graduate,block of flats,four rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,a month ago,0
female,divorced,98329583924,Valid INEC Voter’s Card,yes,secured overdraft,700000,4200,76500,8,1967,eight years,Driver,permanet,yes,no,Secondary School,Penthouse,five rooms,Living with Parents/Friends/Family,bad,three months ago,less than three weeks ago,less than three weeks ago,0
female,divorced,98673047612,NIN,no,joint mortgage,40000,4300,4345,3,1965,less than one year,Accountant,contract,no,yes,Graduate,Terraced,four rooms,Rented,very good,less than six months,less than three weeks ago,less than three weeks ago,1
female,divorced,99016511299,National Driver’s Licence,no,joint mortgage,30000,4400,0,7,2008,less than one year,Laborer,contract,yes,yes,Graduate,Bungalow,one room,Living with Parents/Friends/Family,very bad,less than three weeks ago,a month ago,less than three weeks ago,1
male,divorced,99359974986,National Driver’s Licence,no,automobile loan,71000,4500,0,4,2002,seven years,Driver,contract,no,no,Primary School Leaving Certificate,Semi-detached,three rooms,Official Quarters,good,less than six months,three months ago,less than six months,1
female,single,99703438674,NIN,yes,personal home loan,630000,4600,0,5,1998,three years,Laborer,permanet,yes,no,Secondary School,block of flats,five rooms,Living with Parents/Friends/Family,very bad,a month ago,less than three weeks ago,a month ago,0
male,single,87650467384,National ID Card,yes,personal home loan,130000,4700,0,6,1972,two years,Accountant,contract,yes,yes,Post Graduate,face-me i face-you,one room,Official Quarters,very good,three months ago,a month ago,less than three weeks ago,1
male,single,98765805454,NIN,yes,salary loan,400000,4700,0,4,1973,above ten years,Accountant,contract,yes,yes,Diploma,block of flats,Studio,Rented,very bad,less than three weeks ago,two months ago,less than three weeks ago,0
male,widowed,78650854245,National ID Card,no,secured overdraft,19900,4900,6000,2,2006,three years,Driver,permanet,yes,no,Secondary School,Semi-detached,two rooms,Official Quarters,good,two months ago,a month ago,a year ago,0
female,widowed,86597845656,Int’l Passport,yes,secured overdraft,310000,5100,8400,2,2000,above ten years,Driver,permanet,no,no,Primary School Leaving Certificate,Semi-detached,five rooms,Living with Parents/Friends/Family,bad,a month ago,less than three weeks ago,less than three weeks ago,1
male,single,26556556652,Valid INEC Voter’s Card,no,personal home loan,19000,5200,0,1,2000,two years,Laborer,contract,no,yes,Primary School Leaving Certificate,Detached,five rooms,Rented,very good,less than six months,less than three weeks ago,a month ago,0
female,widowed,45656565446,National ID Card,no,personal home loan,67000,5300,760,1,2000,above ten years,Driver,permanet,yes,yes,Professional,Penthouse,three rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,a year ago,1
male,single,46556546577,NIN,yes,joint mortgage,380000,84677,0,4,1985,three years,teacher,contract,no,yes,Graduate,Mansion,one room,Living with Parents/Friends/Family,very good,less than six months,a month ago,a month ago,0
male,widowed,48769548705,Int’l Passport,no,automobile loan,76400,36400,6750,3,1964,above ten years,Driver,contract,yes,yes,Post Graduate,Semi-detached,one room,Official Quarters,very bad,three months ago,a month ago,less than three weeks ago,0
female,single,68457546643,NIN,no,joint mortgage,736000,580000,0,3,1972,nine years,Laborer,contract,no,yes,Secondary School,Detached,five rooms,Official Quarters,good,two months ago,less than six months,two months ago,1
male,widowed,43265656542,National Driver’s Licence,no,salary loan,26000,80000,8000,2,1959,seven years,Driver,contract,no,yes,Diploma,Penthouse,two rooms,Rented,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,divorced,65843435409,NIN,no,personal home loan,15000,432000,9000,4,1988,above ten years,Laborer,permanet,yes,no,Post Graduate,Bungalow,Studio,Official Quarters,very good,two months ago,a month ago,less than three weeks ago,1
